Temp1_ID,Product_ID,S_ID
1,1,1
2,2,2
3,3,2
4,4,2
5,5,2
6,6,3
7,7,3
8,8,3
9,9,3
10,10,3
11,6,4
12,7,4
13,8,4
14,9,4
15,10,4
16,11,5
17,12,5
18,13,6
19,14,6
20,15,6
21,16,7
22,17,7
23,18,8
24,19,8
25,20,9
26,21,9
27,22,7
28,23,7
29,24,7
30,25,7
31,26,7
32,27,7
33,28,7
34,29,7
35,30,8
36,31,8
37,32,8
38,33,8
39,34,8
40,35,8
41,36,8
42,37,8
43,38,8
44,39,8
45,40,8
46,16,8
47,17,8
48,25,8
49,27,8
50,28,8
51,29,8
52,41,8
53,42,8
54,43,8
55,44,8
56,45,8
57,46,8
58,47,8
59,48,8
60,49,8
61,50,8
62,51,10
63,52,10
64,53,10
65,54,10
66,55,10
67,56,10
68,57,10
69,58,10
70,59,10
71,60,10
72,61,10
73,62,10
74,63,10
75,64,10
76,65,10
77,66,10
78,67,10
79,68,10
80,69,10
81,70,10
82,71,10
83,72,10
84,73,10
85,74,10
86,75,10
87,76,10
88,77,10
89,78,11
90,79,11
91,80,12
92,81,12
93,78,13
94,79,13
95,82,14
96,83,14
97,84,14
98,85,15
99,86,15
100,87,15
101,88,15
102,89,15
103,90,16
104,91,16
105,92,17
106,93,17
107,94,17
108,95,17
109,96,17
110,97,18
111,98,18
112,99,18
113,100,18
114,101,18
115,102,18
116,103,18
117,104,18
118,105,18
119,106,18
120,107,18
121,108,18
122,109,18
123,110,18
124,111,18
125,112,18
126,113,18
127,114,18
128,115,18
129,116,18
130,117,18
131,118,18
132,119,18
133,120,18
134,121,18
135,122,9
136,123,19
137,124,19
138,125,19
139,126,19
140,127,19
141,128,19
142,129,19
143,130,19
144,131,19
145,132,19
146,133,19
147,134,19
148,135,19
149,136,19
150,137,19
151,138,19
152,139,19
153,140,19
154,141,19
155,142,19
156,143,19
157,144,20
158,145,20
159,146,20
160,147,20
161,144,21
162,145,21
163,146,21
164,147,21
165,148,22
166,149,22
167,150,22
168,151,22
169,152,22
170,153,23
171,154,23
172,155,23
173,156,23
174,157,23
175,158,23
176,159,23
177,160,23
178,161,23
179,162,23
180,163,23
181,164,23
182,153,24
183,154,24
184,155,24
185,156,24
186,157,24
187,158,24
188,159,24
189,160,24
190,161,24
191,162,24
192,163,24
193,164,24
194,165,9
195,166,15
196,167,15
197,168,15
198,169,15
199,170,15
200,171,15
201,172,15
202,173,15
203,166,25
204,167,25
205,168,25
206,169,25
207,170,25
208,171,25
209,172,25
210,174,25
211,175,26
212,176,26
213,175,27
214,176,27
215,177,6
216,178,6
217,179,6
218,180,6
219,181,6
220,182,6
221,183,6
222,184,6
223,185,6
224,186,28
225,187,28
226,188,28
227,189,29
228,190,29
229,191,5
230,192,5
231,193,5
232,194,9
233,195,12
234,196,12
235,197,12
236,198,12
237,199,12
238,200,12
239,201,12
240,202,12
241,203,12
242,204,12
243,205,12
244,206,12
245,207,12
246,208,30
247,209,30
248,210,30
249,211,30
250,212,30
251,213,30
252,214,30
253,215,30
254,216,30
255,217,30
256,218,30
257,219,30
258,220,30
259,221,30
260,222,30
261,223,30
262,224,30
263,225,30
264,226,30
265,227,30
266,228,30
267,229,30
268,230,30
269,231,30
270,232,30
271,233,30
272,234,30
273,235,30
274,236,30
275,237,30
276,238,30
277,239,17
278,240,17
279,241,17
280,242,17
281,243,17
282,244,17
283,228,31
284,245,31
285,234,31
286,246,31
287,238,31
288,247,32
289,240,32
290,248,32
291,242,32
292,243,32
293,244,32
294,249,31
295,250,31
296,227,31
297,251,31
298,252,31
299,253,31
300,254,31
301,255,31
302,233,31
303,235,31
304,236,31
305,256,31
306,257,32
307,258,32
308,257,31
309,240,31
310,258,31
311,243,31
312,259,31
313,260,31
314,261,31
315,262,31
316,247,31
317,263,31
318,248,31
319,264,31
320,265,31
321,266,33
322,267,9
323,268,9
324,269,9
325,270,9
326,270,34
327,271,34
328,272,35
329,273,35
330,274,35
331,275,35
332,276,35
333,277,35
334,278,35
335,279,35
336,280,35
337,281,35
338,282,35
339,283,35
340,284,35
341,285,35
342,286,35
343,287,35
344,288,35
345,289,35
346,290,35
347,291,35
348,292,35
349,293,35
350,294,36
351,295,36
352,296,36
353,297,36
354,298,36
355,299,36
356,300,36
357,301,36
358,302,36
359,303,5
360,304,37
361,305,15
362,306,15
363,307,15
364,308,15
365,305,38
366,305,14
367,309,14
368,308,14
369,310,39
370,311,39
371,312,39
372,313,39
373,314,39
374,315,39
375,316,39
376,317,39
377,318,39
378,319,39
379,320,39
380,321,39
381,322,39
382,323,39
383,324,39
384,325,39
385,326,39
386,327,39
387,328,39
388,329,39
389,330,9
390,331,1
391,332,1
392,333,5
393,334,34
394,335,34
395,336,34
396,337,34
397,338,34
398,339,34
399,340,40
400,341,40
401,342,40
402,343,40
403,344,40
404,345,40
405,346,40
406,347,40
407,348,40
408,349,40
409,350,40
410,351,40
411,352,40
412,353,40
413,354,40
414,355,40
415,356,40
416,357,40
417,358,40
418,359,40
419,360,40
420,361,40
421,362,40
422,363,41
423,364,28
424,365,28
425,366,28
426,367,28
427,368,28
428,369,28
429,370,28
430,371,28
431,372,28
432,373,28
433,364,29
434,374,29
435,366,29
436,369,29
437,370,29
438,375,29
439,372,29
440,373,29
441,368,29
442,376,29
443,377,42
444,378,42
445,379,42
446,380,42
447,381,43
448,382,42
449,383,42
450,384,42
451,385,42
452,386,42
453,387,42
454,388,42
455,389,1
456,390,1
457,391,1
458,392,44
459,393,45
460,393,46
461,394,46
462,395,47
463,396,47
464,397,47
465,398,47
466,399,47
467,400,47
468,401,47
469,402,47
470,403,47
471,404,47
472,405,47
473,406,47
474,407,47
475,408,47
476,409,47
477,410,47
478,411,47
479,412,47
480,413,48
481,414,48
482,415,48
483,416,48
484,417,48
485,418,48
486,419,48
487,420,48
488,421,15
489,422,15
490,421,25
491,422,25
492,423,18
493,424,18
494,425,18
495,426,18
496,427,18
497,428,18
498,429,18
499,430,6
500,431,6
501,432,6
502,433,6
503,434,11
504,435,11
505,436,11
506,437,11
507,438,11
508,439,11
509,434,13
510,439,13
511,435,13
512,436,13
513,437,13
514,440,9
515,440,6
516,441,17
517,442,17
518,443,17
519,444,17
520,445,17
521,446,17
522,447,17
523,448,17
524,449,17
525,450,17
526,451,17
527,452,17
528,453,17
529,454,17
530,455,17
531,456,17
532,457,17
533,458,17
534,459,17
535,460,17
536,461,17
537,462,17
538,463,17
539,464,17
540,465,17
541,466,17
542,467,17
543,468,17
544,469,17
545,470,17
546,471,17
547,472,17
548,473,17
549,474,17
550,475,17
551,476,17
552,477,17
553,478,17
554,479,17
555,480,17
556,481,32
557,482,32
558,483,32
559,476,32
560,484,32
561,452,32
562,485,41
563,486,41
564,487,41
565,488,41
566,489,41
567,490,49
568,491,49
569,492,50
570,493,50
571,494,50
572,495,50
573,496,50
574,497,50
575,498,50
576,499,50
577,500,50
578,501,50
579,502,50
580,503,50
581,504,50
582,505,50
583,506,50
584,507,50
585,508,50
586,509,50
587,510,50
588,511,51
589,512,51
590,511,52
591,513,35
592,514,35
593,515,35
594,516,35
595,517,35
596,518,35
597,519,35
598,520,35
599,521,35
600,522,35
601,523,35
602,524,35
603,525,35
604,526,35
605,527,35
606,528,35
607,529,35
608,530,35
609,531,35
610,532,35
611,533,35
612,534,35
613,535,35
614,536,35
615,537,35
616,538,35
617,539,35
618,540,35
619,541,35
620,542,53
621,543,53
622,544,53
623,545,53
624,546,38
625,547,38
626,548,38
627,549,38
628,550,38
629,551,38
630,552,14
631,553,14
632,554,14
633,555,14
634,556,38
635,557,38
636,558,54
637,559,54
638,560,54
639,561,54
640,562,54
641,563,54
642,564,54
643,565,54
644,566,54
645,567,54
646,568,54
647,569,54
648,570,5
649,571,30
650,572,30
651,573,30
652,574,30
653,575,30
654,576,30
655,577,30
656,578,30
657,579,30
658,580,55
659,581,30
660,582,9
661,583,30
662,580,30
663,582,30
664,571,31
665,573,31
666,575,31
667,577,31
668,578,31
669,579,31
670,584,31
671,585,31
672,582,31
673,583,31
674,571,7
675,573,7
676,575,7
677,578,7
678,584,7
679,582,7
680,586,34
681,587,9
682,588,9
683,589,9
684,590,34
685,591,34
686,592,34
687,593,40
688,594,40
689,595,40
690,596,30
691,597,35
692,598,35
693,599,35
694,600,35
695,601,35
696,602,35
697,603,35
698,604,30
699,605,37
700,606,37
701,607,35
702,608,35
703,609,35
704,604,31
705,610,35
706,611,35
707,612,39
708,613,39
709,614,39
710,615,9
711,616,9
712,617,56
713,618,56
714,619,56
715,620,56
716,621,56
717,622,5
718,623,48
719,624,48
720,625,48
721,626,48
722,627,48
723,628,48
724,629,48
725,630,48
726,631,48
727,632,48
728,633,48
729,634,48
730,635,48
731,636,48
732,637,9
733,638,9
734,639,9
735,640,48
736,641,48
737,642,48
738,643,48
739,644,48
740,645,57
741,646,58
742,647,58
743,648,58
744,649,58
745,650,58
746,651,58
747,652,58
748,653,20
749,654,20
750,655,20
751,656,20
752,653,21
753,654,21
754,655,21
755,656,21
756,657,21
757,658,21
758,659,21
759,660,21
760,661,21
761,662,21
762,663,21
763,664,21
764,665,21
765,666,21
766,667,21
767,668,41
768,669,20
769,670,20
770,671,20
771,672,20
772,673,20
773,674,20
774,675,20
775,676,20
776,677,20
777,678,20
778,679,20
779,680,20
780,681,20
781,682,20
782,683,20
783,684,20
784,685,20
785,686,20
786,687,20
787,688,20
788,689,20
789,690,20
790,691,20
791,692,20
792,693,20
793,694,20
794,695,20
795,696,20
796,697,20
797,698,20
798,699,20
799,700,20
800,701,21
801,702,21
802,703,21
803,704,21
804,705,21
805,706,21
806,707,21
807,708,21
808,709,21
809,710,21
810,711,21
811,712,21
812,713,21
813,714,21
814,715,21
815,716,21
816,717,21
817,718,21
818,719,21
819,720,21
820,721,21
821,722,21
822,723,21
823,724,21
824,725,21
825,726,21
826,727,21
827,728,21
828,729,21
829,730,21
830,731,21
831,732,21
832,733,21
833,734,21
834,735,21
835,736,59
836,737,60
837,738,60
838,739,60
839,740,60
840,741,60
841,742,60
842,743,60
843,744,60
844,745,60
845,746,60
846,747,1
847,748,1
848,749,1
849,750,50
850,751,50
851,752,50
852,753,50
853,754,50
854,755,50
855,756,50
856,757,50
857,758,50
858,759,50
859,760,50
860,761,50
861,762,50
862,763,50
863,764,50
864,765,50
865,766,50
866,767,50
867,768,50
868,769,11
869,770,11
870,769,13
871,770,13
872,771,61
873,772,61
874,773,61
875,774,61
876,775,61
877,776,61
878,777,61
879,778,61
880,779,61
881,780,61
882,781,61
883,782,61
884,783,61
885,784,61
886,785,61
887,786,61
888,787,61
889,788,61
890,789,61
891,790,61
892,791,61
893,792,61
894,793,61
895,794,61
896,795,9
897,796,9
898,797,9
899,798,9
900,799,9
901,800,61
902,801,61
903,802,61
904,803,61
905,804,61
906,805,61
907,806,61
908,807,61
909,808,61
910,809,61
911,810,61
912,811,61
913,812,61
914,813,61
915,814,61
916,815,61
917,816,61
918,817,61
919,818,61
920,819,61
921,820,61
922,821,61
923,822,62
924,823,62
925,824,62
926,822,63
927,823,63
928,824,63
929,825,63
930,826,63
931,827,63
932,828,20
933,829,20
934,830,20
935,831,20
936,832,20
937,833,20
938,834,21
939,835,21
940,836,21
941,837,64
942,838,29
943,839,41
944,840,41
945,841,41
946,842,41
947,843,41
948,844,41
949,845,41
950,846,65
951,847,65
952,848,65
953,849,65
954,850,65
955,851,65
956,852,65
957,853,65
958,854,65
959,855,65
960,856,65
961,857,65
962,858,65
963,859,65
964,860,65
965,861,65
966,862,65
967,863,65
968,864,65
969,865,65
970,866,65
971,867,65
972,868,65
973,869,65
974,870,65
975,871,65
976,872,18
977,873,18
978,874,18
979,875,18
980,876,18
981,877,18
982,878,18
983,879,18
984,880,18
985,881,18
986,882,18
987,883,18
988,884,18
989,885,18
990,886,18
991,887,18
992,888,18
993,889,18
994,890,18
995,891,18
996,892,18
997,893,18
998,894,18
999,895,18
1000,896,18
1001,897,18
1002,898,18
1003,899,18
1004,900,18
1005,901,18
1006,902,18
1007,903,18
1008,904,18
1009,905,18
1010,906,18
1011,907,18
1012,908,18
1013,909,18
1014,910,18
1015,911,18
1016,912,18
1017,913,18
1018,914,18
1019,915,18
1020,916,18
1021,917,18
1022,918,18
1023,919,18
1024,920,18
1025,921,66
1026,921,67
1027,922,68
1028,923,69
1029,924,22
1030,925,22
1031,926,22
1032,927,22
1033,928,22
1034,929,22
1035,930,22
1036,931,22
1037,932,17
1038,933,17
1039,934,17
1040,935,70
1041,936,70
1042,937,70
1043,938,70
1044,939,70
1045,940,70
1046,941,71
1047,942,71
1048,943,6
1049,944,6
1050,945,6
1051,946,6
1052,947,6
1053,948,6
1054,949,6
1055,950,6
1056,951,6
1057,952,6
1058,953,6
1059,954,6
1060,955,6
1061,956,6
1062,957,9
1063,958,9
1064,959,9
1065,960,9
1066,961,9
1067,962,9
1068,963,9
1069,964,9
1070,965,9
1071,966,72
1072,967,9
1073,968,30
1074,969,30
1075,970,30
1076,971,30
1077,972,30
1078,973,30
1079,974,30
1080,975,30
1081,967,30
1082,961,30
1083,962,30
1084,963,30
1085,964,30
1086,965,30
1087,967,31
1088,968,31
1089,969,31
1090,961,31
1091,970,31
1092,962,31
1093,963,31
1094,964,31
1095,972,31
1096,975,31
1097,965,31
1098,976,31
1099,973,31
1100,977,31
1101,978,73
1102,979,73
1103,980,73
1104,981,73
1105,982,73
1106,978,74
1107,979,74
1108,980,74
1109,981,74
1110,982,74
1111,978,75
1112,979,75
1113,980,75
1114,981,75
1115,982,75
1116,983,9
1117,984,9
1118,985,9
1119,986,17
1120,987,17
1121,988,17
1122,989,17
1123,990,17
1124,991,17
1125,992,17
1126,993,17
1127,994,17
1128,995,17
1129,996,17
1130,997,17
1131,998,17
1132,999,17
1133,1000,12
1134,1001,12
1135,1002,12
1136,1003,17
1137,1004,17
1138,1005,17
1139,1006,17
1140,1007,12
1141,1008,12
1142,1009,12
1143,1010,12
1144,1011,17
1145,1012,17
1146,1013,12
1147,998,12
1148,999,12
1149,988,32
1150,989,32
1151,990,32
1152,991,32
1153,993,32
1154,994,32
1155,995,32
1156,996,32
1157,1014,32
1158,1015,32
1159,1016,32
1160,1017,12
1161,1018,12
1162,1019,12
1163,1020,12
1164,997,32
1165,999,32
1166,1017,32
1167,1019,32
1168,1021,12
1169,1022,12
1170,1023,12
1171,1024,12
1172,1025,12
1173,1026,12
1174,1027,12
1175,1028,12
1176,1029,12
1177,1030,12
1178,1031,12
1179,1006,32
1180,1032,32
1181,998,32
1182,1033,20
1183,1034,20
1184,1035,20
1185,1033,21
1186,1034,21
1187,1036,21
1188,1037,76
1189,1038,76
1190,1039,76
1191,1040,14
1192,1037,63
1193,1038,63
1194,1039,63
1195,1041,63
1196,1042,63
1197,1043,63
1198,1044,9
1199,1045,9
1200,1046,9
1201,1047,9
1202,1048,9
1203,1049,9
1204,1050,9
1205,1051,9
1206,1052,9
1207,1053,9
1208,1054,77
1209,1055,77
1210,1056,77
1211,1057,77
1212,1058,77
1213,1059,77
1214,1060,77
1215,1061,77
1216,1062,77
1217,1063,77
1218,1064,77
1219,1065,77
1220,1066,77
1221,1067,77
1222,1054,6
1223,1056,6
1224,1068,9
1225,1057,6
1226,1058,6
1227,1055,6
1228,1044,6
1229,1045,6
1230,1046,6
1231,1047,6
1232,1048,6
1233,1049,6
1234,1069,6
1235,1068,6
1236,1050,6
1237,1052,6
1238,1053,6
1239,1069,9
1240,1051,6
1241,1070,6
1242,1071,6
1243,1072,77
1244,1073,77
1245,1074,77
1246,1075,77
1247,1076,77
1248,1077,77
1249,1078,77
1250,1079,77
1251,1080,77
1252,1081,12
1253,1082,12
1254,1083,12
1255,1084,12
1256,1085,12
1257,1086,12
1258,1087,12
1259,1088,12
1260,1089,12
1261,1090,12
1262,1091,12
1263,1092,12
1264,1093,12
1265,1094,12
1266,1095,12
1267,1096,12
1268,1097,12
1269,1098,78
1270,1099,37
1271,1100,41
1272,1101,79
1273,1102,80
1274,1103,34
1275,1104,34
1276,1105,34
1277,1106,34
1278,1107,34
1279,1108,34
1280,1109,34
1281,1110,5
1282,1111,5
1283,1112,5
1284,1113,22
1285,1114,22
1286,1115,22
1287,1116,22
1288,1117,22
1289,1118,81
1290,1119,77
1291,1120,77
1292,1121,77
1293,1122,77
1294,1123,77
1295,1124,77
1296,1125,77
1297,1126,77
1298,1127,77
1299,1128,77
1300,1129,5
1301,1130,5
1302,1131,30
1303,1131,31
1304,1132,5
1305,1133,5
1306,1134,5
1307,1135,5
1308,1136,5
1309,1137,18
1310,1138,18
1311,1139,18
1312,1140,18
1313,1141,18
1314,1142,18
1315,1143,18
1316,1144,18
1317,1145,18
1318,1146,18
1319,1147,18
1320,1148,18
1321,1149,18
1322,1150,18
1323,1151,18
1324,1152,18
1325,1153,18
1326,1154,18
1327,1155,18
1328,1156,18
1329,1157,18
1330,1158,18
1331,1159,18
1332,1160,18
1333,1161,18
1334,1162,18
1335,1163,18
1336,1164,18
1337,1165,18
1338,1166,18
1339,1167,18
1340,1168,18
1341,1169,18
1342,1170,18
1343,1171,18
1344,1172,18
1345,1173,18
1346,1174,18
1347,1175,18
1348,1176,18
1349,1177,18
1350,1178,18
1351,1179,18
1352,1180,18
1353,1181,18
1354,1182,18
1355,1183,18
1356,1184,18
1357,1185,18
1358,1186,18
1359,1187,18
1360,1188,18
1361,1189,18
1362,1190,18
1363,1191,9
1364,1192,18
1365,1193,18
1366,1194,18
1367,1195,18
1368,1196,18
1369,1197,18
1370,1198,18
1371,1199,18
1372,1200,18
1373,1201,18
1374,1202,18
1375,1203,18
1376,1204,18
1377,1205,18
1378,1206,18
1379,1207,18
1380,1208,18
1381,1209,18
1382,1210,18
1383,1211,18
1384,1212,18
1385,1213,18
1386,1214,18
1387,1215,18
1388,1216,18
1389,1217,18
1390,1218,18
1391,1219,18
1392,1220,18
1393,1221,18
1394,1222,18
1395,1223,18
1396,1224,18
1397,1225,18
1398,1226,18
1399,1227,18
1400,1228,18
1401,1229,18
1402,1230,18
1403,1231,18
1404,1232,18
1405,1233,18
1406,1234,18
1407,1235,18
1408,1236,18
1409,1237,18
1410,1238,18
1411,1239,18
1412,1240,18
1413,1241,18
1414,1242,18
1415,1243,18
1416,1244,18
1417,1245,18
1418,1246,18
1419,1247,18
1420,1248,18
1421,1249,18
1422,1250,18
1423,1251,18
1424,1252,18
1425,1253,34
1426,1254,34
1427,1255,34
1428,1256,34
1429,1257,34
1430,1258,34
1431,1259,34
1432,1260,68
1433,1261,68
1434,1262,68
1435,1263,68
1436,1264,68
1437,1265,68
1438,1266,68
1439,1267,68
1440,1268,68
1441,1269,68
1442,1270,68
1443,1271,68
1444,1272,68
1445,1273,68
1446,1274,30
1447,1275,30
1448,1276,30
1449,1277,5
1450,1278,5
1451,1279,5
1452,1280,5
1453,1281,6
1454,1282,9
1455,1283,6
1456,1284,9
1457,1282,6
1458,1284,6
1459,1285,82
1460,1286,82
1461,1287,82
1462,1288,82
1463,1289,83
1464,1290,83
1465,1291,83
1466,1292,83
1467,1293,84
1468,1294,85
1469,1295,85
1470,1296,82
1471,1297,82
1472,1298,82
1473,1299,82
1474,1294,86
1475,1295,86
1476,1300,84
1477,1301,86
1478,1302,86
1479,1303,83
1480,1304,83
1481,1305,83
1482,1306,83
1483,1307,83
1484,1308,83
1485,1309,9
1486,1310,9
1487,1311,9
1488,1312,9
1489,1313,9
1490,1314,9
1491,1312,52
1492,1313,52
1493,1314,52
1494,1312,34
1495,1313,34
1496,1314,34
1497,1315,87
1498,1316,87
1499,1317,87
1500,1318,87
1501,1319,87
1502,1320,87
1503,1321,87
1504,1322,87
1505,1323,87
1506,1324,87
1507,1325,15
1508,1325,25
1509,1326,25
1510,1327,20
1511,1328,20
1512,1329,20
1513,1330,20
1514,1331,20
1515,1332,20
1516,1333,20
1517,1334,20
1518,1335,20
1519,1336,20
1520,1337,20
1521,1338,20
1522,1327,21
1523,1328,21
1524,1329,21
1525,1330,21
1526,1339,21
1527,1332,21
1528,1333,21
1529,1334,21
1530,1335,21
1531,1336,21
1532,1337,21
1533,1340,21
1534,1341,21
1535,1342,21
1536,1343,21
1537,1344,6
1538,1345,6
1539,1346,9
1540,1347,6
1541,1348,6
1542,1349,6
1543,1350,6
1544,1351,9
1545,1352,9
1546,1353,6
1547,1354,6
1548,1355,9
1549,1356,6
1550,1357,6
1551,1351,6
1552,1358,6
1553,1359,6
1554,1360,6
1555,1361,6
1556,1362,6
1557,1363,6
1558,1364,6
1559,1365,6
1560,1366,6
1561,1367,6
1562,1368,6
1563,1369,6
1564,1370,6
1565,1371,6
1566,1372,6
1567,1373,12
1568,1374,12
1569,1375,12
1570,1376,12
1571,1377,12
1572,1378,12
1573,1379,12
1574,1380,12
1575,1381,12
1576,1382,12
1577,1383,12
1578,1384,12
1579,1385,12
1580,1386,12
1581,1387,12
1582,1388,12
1583,1389,12
1584,1390,12
1585,1391,12
1586,1392,12
1587,1393,12
1588,1394,12
1589,1395,12
1590,1396,12
1591,1397,12
1592,1398,12
1593,1399,12
1594,1400,12
1595,1401,12
1596,1402,12
1597,1403,12
1598,1404,12
1599,1405,12
1600,1406,12
1601,1407,12
1602,1408,12
1603,1409,12
1604,1410,12
1605,1411,12
1606,1412,12
1607,1413,12
1608,1414,12
1609,1415,12
1610,1416,12
1611,1417,12
1612,1418,12
1613,1419,12
1614,1420,12
1615,1421,12
1616,1422,12
1617,1423,50
1618,1424,50
1619,1425,50
1620,1426,50
1621,1427,50
1622,1428,50
1623,1429,50
1624,1430,50
1625,1431,50
1626,1432,58
1627,1433,58
1628,1434,58
1629,1435,88
1630,1436,88
1631,1437,88
1632,1438,88
1633,1439,88
1634,1440,88
1635,1441,88
1636,1442,89
1637,1443,89
1638,1444,89
1639,1445,89
1640,1446,89
1641,1447,89
1642,1448,89
1643,1449,89
1644,1450,89
1645,1451,89
1646,1452,89
1647,1453,89
1648,1454,89
1649,1455,89
1650,1456,89
1651,1457,89
1652,1458,89
1653,1459,89
1654,1460,89
1655,1461,5
1656,1462,5
1657,1463,5
1658,1464,88
1659,1465,88
1660,1466,88
1661,1467,88
1662,1468,88
1663,1469,88
1664,1470,88
1665,1471,88
1666,1472,88
1667,1473,88
1668,1474,88
1669,1475,88
1670,1476,88
1671,1477,88
1672,1478,88
1673,1479,88
1674,1480,88
1675,1481,88
1676,1482,88
1677,1483,88
1678,1484,88
1679,1485,88
1680,1486,88
1681,1487,88
1682,1488,88
1683,1489,89
1684,1490,89
1685,1491,89
1686,1492,89
1687,1493,89
1688,1494,89
1689,1495,89
1690,1496,89
1691,1497,89
1692,1498,89
1693,1499,89
1694,1500,89
1695,1501,89
1696,1502,89
1697,1503,18
1698,1504,18
1699,1505,18
1700,1506,18
1701,1507,18
1702,1508,18
1703,1509,18
1704,1510,18
1705,1511,18
1706,1512,18
1707,1513,18
1708,1514,18
1709,1515,18
1710,1516,18
1711,1517,18
1712,1518,18
1713,1519,18
1714,1520,18
1715,1521,18
1716,1522,18
1717,1523,18
1718,1524,18
1719,1525,18
1720,1526,18
1721,1527,18
1722,1528,18
1723,1529,18
1724,1530,18
1725,1531,18
1726,1532,18
1727,1533,18
1728,1535,18
1729,1536,18
1730,1537,18
1731,1538,18
1732,1539,18
1733,1540,18
1734,1541,18
1735,1542,18
1736,1543,18
1737,1544,18
1738,1545,18
1739,1546,18
1740,1547,18
1741,1548,18
1742,1549,18
1743,1550,18
1744,1551,18
1745,1552,18
1746,1553,18
1747,1554,18
1748,1555,18
1749,1556,18
1750,1557,34
1751,1558,34
1752,1559,34
1753,1560,90
1754,1561,90
1755,1562,90
1756,1563,92
1757,1564,92
1758,1565,92
1759,1566,92
1760,1567,92
1761,1568,92
1762,1569,92
1763,1570,92
1764,1571,92
1765,1572,92
1766,1573,92
1767,1574,92
1768,1575,92
1769,1576,92
1770,1577,92
1771,1578,92
1772,1579,92
1773,1580,92
1774,1581,92
1775,1582,92
1776,1583,92
1777,1584,92
1778,1585,92
1779,1586,92
1780,1587,92
1781,1588,92
1782,1589,92
1783,1590,92
1784,1591,92
1785,1592,92
1786,1593,92
1787,1594,93
1788,1595,21
1789,1596,21
1790,1597,21
1791,1598,21
1792,1599,41
1793,1600,41
1794,1601,6
1795,1602,6
1796,1603,6
1797,1604,15
1798,1605,15
1799,1606,15
1800,1607,15
1801,1608,15
1802,1609,15
1803,1610,15
1804,1611,15
1805,1612,15
1806,1613,15
1807,1614,15
1808,1615,15
1809,1616,15
1810,1617,15
1811,1618,15
1812,1619,15
1813,1620,15
1814,1621,15
1815,1622,15
1816,1623,15
1817,1624,15
1818,1625,15
1819,1626,15
1820,1627,15
1821,1628,15
1822,1629,15
1823,1630,15
1824,1631,15
1825,1632,15
1826,1633,15
1827,1634,15
1828,1635,15
1829,1636,15
1830,1637,15
1831,1638,15
1832,1639,15
1833,1640,15
1834,1641,15
1835,1642,15
1836,1643,15
1837,1644,15
1838,1645,15
1839,1604,25
1840,1605,25
1841,1606,25
1842,1607,25
1843,1609,25
1844,1610,25
1845,1611,25
1846,1612,25
1847,1613,25
